,TSM-PS12(5),TSM-AS10(11),TSM-AS34(6),TSM-PS20(6),TSM-PS19(5),TSM-AS20(11),TSM-AS19(11),TSM-AS27(5),TSM-AS18(11),TSM-AS11(11),TSM-AS17(11),TSM-AS35(5),TSM-AS12(11),TSM-PS33(5),TSM-PS27(5),TSM-AS33(5),TSM-AS39(5),TSM-AS36(5),TSM-AS30(5),TSM-AS29(5),TSM-AS5(11),TSM-AS37(5),TSM-AS31(5),TSM-PS32(5),PRM1,PRM2,PRM3,PRM4,PRM5,PRM6,PRM7,PRM8,PRM9,PRM10,PRM11,PRM12,PRM13,PRM14,PRM15,PRM16,PRM17,PRM18,PRM19,PRM20,PRM21,PRM22,PRM23,PRM24
49,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443,61.443
50,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275,74.8275
51,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976,70.6976
52,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996,59.628299999999996
53,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234,60.8234
54,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125,74.5125
55,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318,69.5318
56,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995,58.020399999999995
57,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415,59.5415
58,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237,74.9237
59,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999,74.64699999999999
60,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366,67.4366
61,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737,69.1737
62,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001,79.35810000000001
63,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999,76.28099999999999
64,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061,64.7061
65,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999,62.95609999999999
66,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003,74.7003
67,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999,70.90549999999999
68,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407,58.8407
69,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911,60.5911
70,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033,74.0033
71,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999,70.63669999999999
72,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005,58.450700000000005
73,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001,60.26310000000001
74,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371,75.4371
75,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509,71.3509
76,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602,57.4602
77,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995,58.397099999999995
78,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042,74.3042
79,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133,72.1133
80,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274,59.1274
81,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305,60.6305
82,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361,73.1361
83,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555,70.3555
84,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132,59.1132
85,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994,60.792199999999994
86,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289,74.8289
87,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398,70.3398
88,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995,58.360499999999995
89,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005,61.837700000000005
90,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485,74.7485
91,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001,70.72030000000001
92,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726,58.2726
93,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063,58.9063
94,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516,75.1516
95,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491,71.7491
