Data,TSM-PS12(5),TSM-AS10(11),TSM-AS34(6),TSM-PS20(6),TSM-PS19(5),TSM-AS20(11),TSM-AS19(11),TSM-AS27(5),TSM-AS18(11),TSM-AS11(11),TSM-AS17(11),TSM-AS35(5),TSM-AS12(11),TSM-PS33(5),TSM-PS27(5),TSM-AS33(5),TSM-AS39(5),TSM-AS36(5),TSM-AS30(5),TSM-AS29(5),TSM-AS5(11),TSM-AS37(5),TSM-AS31(5),TSM-PS32(5),PRM1,PRM2,PRM3,PRM4,PRM5,PRM6,PRM7,PRM8,PRM9,PRM10,PRM11,PRM12,PRM13,PRM14,PRM15,PRM16,PRM17,PRM18,PRM19,PRM20,PRM21,PRM22,PRM23,PRM24
1986-12-01,19.8431,25.932,19.5081,18.6021,19.6981,23.2522,24.2173,19.2479,26.0465,26.7625,27.2837,17.9181,27.6216,18.4353,17.2486,18.3904,17.0242,17.4351,20.7183,21.2661,26.8099,16.9529,19.5877,19.562,245.962,234.703,179.401,138.504,168.901,241.749,241.237,217.944,148.394,115.535,162.915,244.974,191.185,157.424,144.261,129.467,169.879,177.237,185.374,137.236,132.521,125.385,120.908,98.079
1987-01-01,19.4175,27.5629,19.0068,17.3071,19.448,24.4841,25.5122,18.6653,26.9445,28.4488,28.1008,16.9396,27.9704,18.1033,16.7949,17.7962,16.4656,16.6933,20.0706,20.3835,27.9934,16.0483,18.9521,19.1701,134.845,138.112,138.957,123.284,122.938,130.562,139.159,132.25,103.642,89.3433,119.577,143.355,159.098,177.568,130.675,93.8427,132.141,134.628,183.527,229.545,207.963,127.953,142.758,132.979
1987-02-01,19.0389,27.9099,17.8157,16.8959,19.0487,24.8588,25.9317,18.1737,27.2595,28.567,28.4059,17.0612,28.1268,17.9051,16.9865,17.2767,16.0382,16.8799,19.8727,20.1735,28.5257,16.2812,18.9474,18.7907,161.156,172.956,187.976,216.231,239.378,245.252,160.34,168.426,182.37,182.848,164.44,159.998,158.914,173.776,181.499,173.948,148.114,135.381,157.894,180.678,196.539,208.302,188.449,139.538
1987-03-01,19.2647,27.9409,18.0413,17.0994,19.2433,24.4119,25.4864,18.2581,26.7849,28.0508,27.9145,17.1695,27.8741,18.2656,17.5866,17.4829,16.273,16.9378,19.8144,20.4669,28.6973,16.4796,19.1653,19.2035,357.237,372.83,396.136,442.568,472.113,456.103,387.577,399.365,432.786,478.519,444.911,400.006,491.762,470.979,440.168,428.571,332.733,266.467,515.039,529.268,476.605,363.533,289.89,263.065
1987-04-01,19.9519,27.2313,18.3572,17.8738,19.5621,23.4277,24.8992,19.1572,26.5384,27.138,27.2514,18.3539,27.7118,18.8572,18.6358,18.6133,17.9538,18.0987,20.9691,21.6323,27.611,18.2069,20.6873,19.6058,248.724,242.747,223.521,207.816,206.282,189.152,240.992,233.333,222.141,213.327,192.444,148.836,248.062,201.053,204.023,193.263,148.293,102.508,235.163,181.925,156.178,135.038,113.551,111.006
1987-05-01,21.7615,26.241,19.3694,19.1989,20.9538,22.398,23.7567,20.9319,25.223,25.5684,25.8839,20.5117,26.5267,19.5189,19.9704,20.6649,19.8069,20.5663,23.2134,23.4637,25.3989,20.5989,23.2299,20.4179,134.749,82.8487,51.5828,36.7452,41.2581,45.8985,109.617,68.9391,39.2938,20.9317,24.8451,38.8529,87.6843,89.0152,67.4127,41.2712,40.7924,45.7499,63.2486,108.705,99.9295,54.0702,45.5118,49.9576
1987-06-01,23.9032,25.134,21.3853,21.4946,21.9172,21.4615,22.7433,22.3849,24.1441,23.238,25.0452,21.5322,25.9066,20.8579,21.3115,22.3868,21.3689,21.3006,25.1433,24.9994,23.4314,21.3546,24.6855,22.1581,38.1987,49.3161,51.9241,49.0618,49.8789,44.8919,65.0118,47.9443,41.5027,40.1825,35.0735,26.0948,51.1668,47.9105,36.7285,29.5446,20.8227,13.4143,27.3696,65.1297,49.0072,17.6295,9.94273,5.77109
1987-07-01,25.5283,23.9228,22.8525,23.015,23.0084,20.9439,22.48,23.2059,23.7894,22.1571,24.7235,22.971,25.6325,21.743,22.3067,23.088,21.8145,22.6332,26.4555,26.0803,23.1832,22.0823,25.7617,23.4962,15.884,8.20384,5.88369,4.82981,2.84904,3.28629,14.8246,10.3739,8.40782,6.53643,2.53709,1.94778,9.27301,9.03943,9.67998,4.67126,1.40758,1.29671,1.24351,6.76702,7.31836,2.59367,0.303381,0.344014
1987-08-01,26.4331,23.5312,23.6488,24.2857,23.8641,20.4821,22.0807,22.7554,23.6564,22.1933,24.477,23.56,25.6646,22.3471,22.8944,22.6187,21.7755,23.2746,26.3167,26.6687,23.8467,22.5657,25.3367,24.0319,44.0106,46.5165,40.8813,30.8851,13.6871,7.22645,65.7983,50.7177,34.4867,29.0853,18.7695,8.03165,83.555,66.9278,42.8696,41.1159,32.5683,11.1339,78.9601,100.613,84.1185,77.9371,47.5205,18.0983
1987-09-01,25.5873,23.5363,24.1143,24.663,23.2647,20.4956,22.4835,22.3237,24.3016,22.5595,24.9706,23.0732,26.1106,21.615,21.7491,22.1109,20.9617,22.7957,25.845,26.0425,24.216,21.83,24.9932,22.7335,62.965,52.7727,76.5956,94.8284,98.0241,94.8576,73.9719,95.6646,113.617,124.382,106.793,90.3131,92.1075,124.637,113.312,108.577,92.4639,71.8153,106.853,160.81,142.245,87.999,76.0079,84.6317
1987-10-01,24.2048,23.7971,23.2133,23.0928,22.0881,20.9972,23.0726,21.6026,24.7378,23.6064,25.6441,21.2609,26.5386,20.0575,19.9774,21.4115,19.8183,21.0033,24.2935,24.2645,24.5695,20.1366,23.5824,20.9682,55.8567,70.1899,93.2538,95.0542,73.1676,51.993,145.224,133.816,128.616,118.594,87.0146,60.9554,167.787,167.424,143.023,102.116,68.1037,63.6352,156.321,200.812,175.566,101.28,101.725,100.05
1987-11-01,22.6048,24.7533,21.1348,20.8635,21.0975,22.0692,23.6684,20.5584,25.4962,24.9036,26.6251,19.1094,26.8724,19.2384,18.9598,20.3919,18.5802,19.3092,22.6446,22.1591,25.4383,18.9374,22.1394,20.0429,42.3134,59.4411,111.367,151.047,178.83,176.317,111.819,153.129,168.083,172.92,166.309,167.099,161.426,175.612,166.65,156.621,149.118,139.266,204.875,209.736,181.345,140.563,140.702,142.496
1987-12-01,21.4383,25.4698,18.7672,19.5331,20.0948,23.3126,24.6162,19.6797,26.2927,25.8012,27.3116,18.4568,27.3676,18.0168,17.8851,19.2128,17.3146,18.3785,21.4706,21.4876,26.4119,17.9104,20.8827,19.0523,98.5273,118.155,132.661,150.071,180.22,186.584,90.092,112.877,124.185,148.711,193.317,219.468,122.735,124.981,103.553,128.361,213.287,245.334,174.297,171.527,154.0,158.651,190.933,207.792
1988-01-01,20.5498,26.6991,18.3801,18.4411,19.4377,24.7141,25.7527,18.7522,27.0886,27.1379,27.754,17.7371,27.6576,17.5428,17.5883,18.2451,16.5973,17.2098,20.4095,20.8843,27.5554,16.8741,19.8187,18.5936,251.161,232.889,234.231,238.177,243.654,244.07,236.6,250.724,253.862,255.75,217.128,205.986,258.147,294.972,265.531,224.061,182.737,166.053,255.628,338.703,308.212,184.916,156.953,127.675
1988-02-01,19.8452,27.5023,18.3319,17.79,19.0428,24.722,25.8559,18.1874,27.4164,27.8605,28.3412,17.0394,28.18,17.4298,17.5116,17.54,16.2441,16.8559,20.1551,20.2673,28.3221,16.7287,19.7461,18.6098,284.535,328.826,415.201,491.608,532.722,488.159,331.493,440.124,516.665,566.963,509.566,401.123,338.013,414.894,464.245,467.158,394.118,326.365,337.349,381.713,365.111,267.139,247.668,282.201
1988-03-01,20.2306,27.5284,17.9169,17.8488,19.286,24.6238,25.7949,18.1704,27.2632,28.0458,28.3041,17.3186,28.3439,17.7961,18.2404,17.896,16.909,17.6342,20.9202,20.6298,28.544,17.7909,20.8085,18.8431,401.105,411.474,375.852,356.637,397.636,428.139,263.814,302.509,309.169,326.561,360.718,375.347,219.27,235.526,272.839,308.108,317.292,294.512,205.238,200.992,233.052,287.338,263.228,251.565
1988-04-01,20.7873,26.8736,17.9892,18.782,19.4987,23.8948,25.4292,19.315,26.8627,27.2622,27.6482,18.0684,28.1257,19.075,18.3549,19.1862,17.7902,18.3369,21.383,21.3146,27.1594,18.0124,21.2281,20.553,386.608,469.434,471.98,476.565,480.215,510.824,334.101,470.889,495.616,494.225,427.709,417.446,290.648,392.972,451.643,400.202,459.242,457.802,227.749,326.2,339.009,300.672,414.167,366.457
1988-05-01,21.9617,25.5353,19.3394,19.1984,20.3112,22.8138,24.4798,21.1422,25.975,25.405,26.5817,20.1976,27.3228,20.307,19.429,21.0825,19.3654,20.2399,23.5503,23.5613,25.1764,20.0786,23.2018,22.0334,269.646,206.156,173.269,157.953,144.954,132.375,143.902,132.073,143.073,148.033,117.749,98.1199,93.9352,91.1664,103.153,97.5956,89.3596,84.8521,61.6252,76.6903,74.1433,62.0447,71.6878,63.3573
1988-06-01,23.7231,24.4226,20.951,20.752,21.4394,21.784,23.3889,22.1209,24.8477,23.47,25.7624,22.1625,26.654,21.5135,20.5514,22.2586,21.1035,22.0749,25.4979,25.2627,24.6248,22.6543,25.2081,23.3007,104.582,102.218,84.2927,78.5193,89.6928,80.0611,73.7444,68.3804,57.5862,63.2765,80.7199,74.554,82.5122,57.1985,45.8992,33.1665,44.8696,57.4684,76.9504,62.4446,59.29,52.0083,38.9309,52.7141
1988-07-01,25.1428,23.2418,22.7563,22.3663,22.5172,20.9309,22.6459,23.296,24.3462,22.3316,25.3182,23.1336,26.4289,21.6288,21.4456,23.1062,22.0005,23.487,27.2602,26.5779,23.9812,23.7799,26.6473,24.1475,76.3891,52.3699,30.1948,19.601,17.8923,17.5067,15.3562,9.17264,6.76083,7.83323,11.999,11.3056,2.85477,0.989319,1.42709,4.05034,13.8865,13.9571,0.411413,0.974858,0.875867,1.57704,8.22518,13.1832
1988-08-01,25.5292,23.0578,22.902,23.4418,23.1462,20.6971,22.4281,23.2463,24.2444,22.3909,25.493,22.6536,26.4579,22.2686,21.2977,22.5082,21.0811,22.3851,25.6753,25.4933,24.171,21.8833,25.1923,24.0688,22.5681,27.9092,38.3524,46.4424,40.7579,30.6224,17.7502,46.6055,57.1905,56.0766,37.46,20.2004,10.4149,31.4663,50.4995,52.5298,28.3198,18.3915,2.2568,13.1578,23.2614,29.5167,16.2617,10.0641
1988-09-01,25.1782,23.1235,23.3813,23.1052,23.0105,20.9263,23.0248,22.3147,25.1685,22.9933,26.223,21.6063,26.8934,21.7179,20.7732,21.5635,19.9986,21.5367,24.9709,24.4616,24.9321,21.3058,24.4253,23.5461,33.0455,39.903,54.1636,55.5092,30.1512,22.6258,56.8319,49.5361,63.9664,68.4705,34.2264,22.0064,80.7941,51.2278,46.1452,54.178,27.7905,19.0477,74.2285,52.9135,39.2727,33.4286,32.439,33.9997
1988-10-01,24.0562,24.0949,21.9132,22.3916,22.0573,21.4456,23.9307,21.1433,25.8539,24.8375,26.7807,19.7898,27.3325,20.4896,19.5457,20.3188,18.8677,19.8132,23.2973,23.0362,26.1163,20.0526,23.0217,22.1116,77.9248,74.1066,134.92,162.276,102.1,75.2448,165.224,117.331,175.063,212.745,124.509,81.3437,220.208,119.894,115.462,156.304,110.363,104.405,219.365,126.988,109.619,127.455,97.2456,153.486
1988-11-01,21.6395,24.7755,20.0948,20.5372,20.546,22.0573,23.9564,20.1754,25.9797,25.9971,26.9543,18.3161,27.4891,19.4355,18.1673,19.2671,17.6328,18.2058,21.7914,21.6091,26.5782,18.6055,21.8652,21.0239,136.649,159.264,236.334,298.52,314.547,294.614,223.416,267.743,322.278,365.109,366.902,353.507,245.351,251.709,280.273,266.232,268.402,310.349,209.471,225.029,215.76,174.227,184.085,221.194
1988-12-01,20.2452,26.2592,18.0126,18.5124,19.5471,23.9045,25.348,18.7712,26.7934,26.9176,27.7391,17.4899,27.9533,18.4145,17.0223,18.0773,16.7507,17.1724,20.5624,20.8046,27.7134,17.5767,20.5225,19.8173,300.535,291.771,311.008,333.311,338.233,315.527,245.768,310.552,335.679,344.982,335.648,310.639,231.109,274.169,313.473,293.466,253.897,273.554,203.351,232.752,263.042,265.188,192.16,201.24
1989-01-01,18.8517,27.3194,17.4319,17.0085,18.7275,25.0391,26.2473,18.4912,27.7298,27.8315,28.7231,16.8237,28.4802,17.6375,16.7498,17.6815,16.5887,16.3723,19.5613,20.029,28.2255,16.9054,19.7342,18.8946,320.438,323.293,309.296,279.016,234.951,252.625,229.81,250.711,269.803,272.804,230.064,200.395,183.72,197.697,224.57,227.79,214.307,198.682,138.855,173.996,187.85,192.059,180.367,155.654
1989-02-01,18.5203,28.0058,17.4549,16.6886,18.2777,25.4918,26.782,17.9392,27.9878,28.4743,28.653,16.6848,28.7881,17.2651,16.406,17.309,16.0563,16.1656,19.6793,20.087,28.7608,16.6136,19.7937,18.5546,244.128,271.116,268.184,249.206,225.604,262.227,215.244,241.709,258.927,259.874,223.364,246.452,203.618,191.013,220.575,224.048,214.124,230.839,170.602,148.75,157.643,174.239,183.161,169.201
1989-03-01,18.5598,27.9677,17.2898,16.6153,17.9298,24.7814,26.3401,18.2853,27.7707,28.3686,28.3441,17.4585,28.717,17.1375,16.8426,17.5164,16.3418,17.014,20.4027,20.7093,28.8885,17.3671,20.0957,18.3933,455.936,506.515,492.454,466.568,420.989,398.184,378.828,495.524,503.108,472.724,436.176,432.121,385.848,428.881,481.613,407.9,373.398,413.733,334.95,336.893,352.372,327.972,236.614,255.325
1989-04-01,19.3692,27.5523,18.4653,17.3136,18.258,23.6825,25.176,19.1495,26.7575,27.6974,27.7684,18.6675,28.2036,17.8209,17.257,18.4137,17.4633,18.9219,22.0936,21.5409,28.214,19.1189,21.3944,19.602,348.978,438.181,476.84,463.663,394.598,407.629,325.504,427.998,476.995,473.669,367.406,355.771,295.912,348.034,412.982,423.583,356.68,328.199,225.155,285.621,312.21,330.725,322.834,284.322
1989-05-01,20.8114,26.3223,19.0757,18.6115,19.4286,22.5739,24.1951,20.3282,25.7199,26.2217,26.5574,20.5744,27.3159,19.0756,18.8109,19.6854,18.7582,20.8691,23.384,22.9667,26.376,20.7811,22.6583,21.0636,189.473,211.822,193.59,170.331,204.549,242.972,169.135,153.007,145.134,141.55,178.225,186.889,134.278,122.244,140.594,160.904,162.391,136.528,94.2122,100.01,116.438,141.165,117.245,98.2038
1989-06-01,23.3827,25.2716,20.9007,20.0889,21.5088,21.2617,22.8625,22.2014,24.5045,24.2818,25.3325,21.9581,26.2413,21.0803,20.8832,21.6335,20.663,22.1296,25.0827,24.6893,24.6311,22.1504,24.4697,23.1726,147.24,161.287,157.801,129.936,62.9451,36.4777,113.561,140.079,152.863,145.237,71.3384,37.9008,85.8384,100.754,125.51,123.847,75.5339,52.7881,54.4813,76.2594,84.1953,74.6363,59.5911,53.0963
1989-07-01,25.4062,24.1934,22.6633,22.3853,22.9853,20.652,22.3122,22.7953,23.7263,23.0331,24.3892,23.8546,25.5615,22.0541,22.4261,22.0812,21.0364,23.6835,26.407,26.6425,23.8653,23.3143,25.3218,24.3809,79.7389,89.1084,63.165,29.2226,24.529,21.1908,41.3451,26.1756,14.3202,7.67455,16.6721,24.0167,30.6305,14.2378,11.905,20.2992,46.2715,56.9958,27.542,14.5277,23.8239,54.0674,55.6509,59.1806
1989-08-01,25.8179,23.4783,23.9098,24.1145,23.1935,20.0775,21.8299,23.1855,23.3444,22.9249,24.4434,22.8008,25.4641,21.9448,21.9601,22.2738,20.9624,22.8275,26.041,25.8051,24.2694,22.6032,25.1862,23.7661,42.1073,23.6755,18.8747,17.6411,28.3716,31.8772,40.6109,29.4033,17.549,9.90148,17.4917,22.5593,45.6169,44.4377,28.6153,12.264,14.9684,18.8657,53.4565,66.9706,54.1558,33.0339,34.5851,26.9927
1989-09-01,24.987,23.7287,23.5958,23.692,22.7136,19.9229,21.9189,21.9729,23.7929,23.9558,25.3708,21.5042,26.3626,21.1434,20.4336,21.3478,20.3706,21.6202,25.0799,24.8732,25.0375,21.4682,24.0684,23.1523,48.6526,77.6441,97.3957,103.13,74.263,56.3185,74.103,106.846,125.512,128.46,82.8972,63.5522,84.3975,99.7365,106.743,106.607,56.4845,43.6258,90.2116,102.558,90.0245,64.6925,40.6764,37.2049
1989-10-01,23.0139,23.7183,22.2235,22.0729,21.2635,20.7146,22.5818,21.1418,24.5996,24.609,26.0549,20.0507,26.7738,19.7303,19.1702,20.2413,19.0666,19.9785,23.0765,23.07,25.5041,19.6632,22.6452,21.7521,132.811,133.405,127.978,122.125,100.875,77.4289,101.624,100.917,112.909,130.791,125.589,88.922,113.889,112.369,94.5589,110.775,116.816,103.42,144.827,156.079,146.223,131.626,101.712,123.514
1989-11-01,21.5741,24.5266,20.6532,20.3879,20.3173,22.1409,23.807,19.9039,25.3816,25.5302,26.4449,18.5633,27.2464,18.8497,17.8725,18.9625,17.7611,18.6331,21.7825,21.7821,26.0753,18.5448,21.4574,20.6036,215.303,223.229,206.019,173.297,139.718,137.987,205.801,168.426,166.522,167.56,156.289,143.659,207.27,161.072,146.214,160.985,139.0,112.003,213.172,176.13,159.394,145.322,118.902,98.4042
1989-12-01,20.2189,25.9596,19.1819,18.7004,19.4402,23.9621,25.3725,18.8277,26.8209,26.9992,27.562,17.6201,27.8044,17.8331,17.2004,17.9816,16.95,17.8878,20.8715,20.6765,27.3565,17.6332,20.252,19.2778,306.903,357.172,374.048,365.219,322.237,307.728,332.223,383.299,408.876,406.558,331.413,302.391,349.061,400.59,394.739,359.521,345.485,365.567,385.514,434.07,423.981,350.236,346.486,389.896
1990-01-01,19.2676,26.9343,17.623,17.6567,18.58,24.5943,25.8302,18.2892,27.4154,27.7156,28.1213,16.8301,28.065,17.241,16.7942,17.5808,16.5289,17.0628,20.0671,20.0082,27.7468,16.8637,19.4504,18.6651,142.33,168.114,155.398,131.281,121.785,121.445,100.878,125.699,123.353,103.844,84.9388,74.0102,72.3001,105.359,122.466,105.134,73.5464,60.6142,67.0256,100.445,118.313,98.8948,76.1421,63.8474
1990-02-01,18.5835,27.7869,17.2772,17.0064,18.3769,25.1902,26.302,17.9636,27.8316,28.3132,28.267,17.0281,28.4113,17.1673,16.2001,17.5106,16.3697,17.0156,20.0334,20.2562,28.2631,16.808,19.4179,18.776,356.124,461.134,548.743,592.149,535.932,432.048,318.697,488.43,621.775,691.061,569.51,442.692,256.514,368.121,483.776,589.807,480.456,397.238,229.304,288.638,331.819,367.521,314.159,302.849
1990-03-01,18.809,27.9395,17.3697,16.7556,18.2374,24.2081,25.6581,17.991,27.2099,27.9826,27.9764,16.9768,28.1214,17.1278,16.6065,17.7839,16.607,17.1044,20.2324,20.3294,28.8277,17.1235,19.8754,19.1552,282.015,277.553,271.426,282.065,304.914,249.512,247.139,246.957,250.829,267.031,285.482,250.822,230.188,235.456,234.788,236.302,233.894,213.076,236.879,241.501,232.684,199.063,185.812,173.135
1990-04-01,20.062,27.088,17.5974,17.4561,18.6713,23.5047,24.8876,18.3065,26.3473,26.9922,26.9035,18.4372,27.6664,17.8184,17.4725,18.227,17.6371,18.5704,21.5496,21.6284,27.7773,18.6262,20.9722,19.891,189.838,223.513,215.896,188.889,174.684,164.715,164.416,205.925,216.659,193.815,164.754,144.629,161.876,190.244,201.388,188.852,141.472,127.083,188.638,183.379,181.99,155.814,144.238,164.364
1990-05-01,21.4976,26.0349,19.0958,18.5869,20.1189,22.27,23.7412,19.8133,25.2835,25.5527,25.9304,20.1116,27.0276,20.1313,19.5174,20.1844,19.7086,20.5866,23.0571,23.0263,25.5153,20.3678,22.7064,21.6952,129.383,133.873,117.89,90.0004,75.8156,92.5115,95.7541,93.2136,80.5923,68.8884,60.9459,56.1649,95.613,95.9673,75.2516,64.9219,52.7575,49.4177,114.433,119.44,98.05,54.5286,41.1578,39.6947
1990-06-01,23.5005,24.9025,21.2072,20.8054,21.8746,21.2544,22.8677,21.4544,24.3355,23.602,24.9159,22.0754,26.2341,21.6951,21.2339,21.5812,20.8694,22.4552,25.595,25.1126,23.6099,22.5273,24.7896,23.2287,28.7421,24.7638,17.9381,12.4797,12.3229,10.8945,19.2734,9.42726,4.72706,5.64818,9.57072,7.72582,12.3883,4.38766,2.19994,3.49106,8.03524,8.12193,3.29524,3.78178,4.65119,3.79128,5.92878,9.98972
1990-07-01,24.8739,24.0241,22.6657,22.7523,22.7436,20.6641,22.2903,22.7649,23.7586,22.9741,24.5242,22.7416,25.9827,22.2987,21.597,22.4366,21.6707,22.5498,25.9382,25.8404,23.5598,23.0334,25.7233,23.7576,139.885,105.661,87.7709,59.7641,47.5978,61.3032,142.217,91.8133,82.0102,61.037,38.8574,44.752,135.575,87.2864,78.2834,65.8478,31.1872,28.7755,94.2593,88.873,77.2308,59.3916,48.8484,42.3302
1990-08-01,25.4321,23.3529,23.704,23.0163,23.0603,20.0619,21.8734,23.2337,23.6626,22.9957,24.6705,22.5758,26.129,22.0696,21.277,22.4408,21.4821,22.4648,25.8139,25.7976,23.8555,23.0525,25.4839,23.7222,21.0087,22.0319,18.8956,16.4553,18.41,10.8106,16.9698,18.3473,11.3,10.4884,14.4532,7.91658,29.7454,33.9786,12.7892,7.78351,11.9813,8.02452,63.3132,60.4507,41.4208,10.5282,5.28475,4.52738
1990-09-01,24.4724,23.4298,23.3582,22.9901,22.1556,20.1623,22.113,22.3307,24.2492,23.334,25.4085,21.6404,26.6115,21.3154,20.3338,21.6542,20.7157,21.4369,24.8752,25.1543,24.8022,21.683,24.4706,22.9432,51.9125,46.9397,42.9227,43.3727,49.8037,66.9281,64.1159,61.1686,46.1599,39.5747,57.5653,68.4075,82.4597,89.5072,67.6437,52.0436,54.3113,49.4971,128.086,117.834,104.802,75.7134,68.7948,54.6529
1990-10-01,22.8681,23.693,22.2979,21.712,21.086,20.2487,22.3146,21.3874,24.6446,24.2872,26.0953,20.6253,26.9748,20.1973,19.0999,20.4934,19.2364,20.8969,23.9137,23.732,25.446,20.6265,23.2816,21.5333,78.8377,104.284,118.537,132.732,131.137,132.253,70.5755,108.913,125.427,141.283,145.071,143.382,91.3428,119.34,110.783,120.579,110.816,118.057,134.645,140.154,128.996,109.338,98.0888,97.5223
1990-11-01,21.2503,24.1201,20.7593,19.9452,19.6318,21.1817,22.8601,20.2803,25.0245,25.2421,26.2962,19.1685,27.127,18.7131,17.643,19.4146,17.9946,19.6696,22.5366,22.2626,25.6041,19.5133,22.0608,20.1884,69.3177,84.9613,77.5305,64.1536,42.2525,49.8876,72.7196,71.9136,60.8618,54.5117,33.8558,39.3285,110.927,100.894,65.2778,58.3919,39.6053,44.2826,165.149,145.03,127.697,103.318,67.4866,67.5653
1990-12-01,19.8492,25.3063,18.8988,18.2161,18.901,22.7026,23.8206,19.0246,25.352,26.1284,26.8014,18.4341,27.1603,17.6802,16.5756,18.2699,17.0594,18.7828,21.3146,21.2907,26.3061,18.3735,20.6255,19.1897,207.357,198.812,199.043,201.005,169.57,134.137,235.331,187.836,184.613,207.48,189.462,168.898,280.087,215.295,175.017,199.072,230.218,221.111,288.64,249.27,227.345,219.326,240.532,241.831
1991-01-01,18.9054,26.7387,17.8511,17.2454,18.3579,24.4426,25.4913,18.0173,26.6413,27.7393,27.4511,17.6003,27.4238,17.572,16.4824,17.3119,16.2031,18.1145,20.688,20.6483,27.6076,17.6089,19.9513,19.0259,225.206,262.099,266.332,265.259,264.983,248.028,312.384,331.598,307.831,280.65,316.274,348.211,370.715,367.762,364.187,317.565,349.895,384.376,381.574,362.506,358.307,316.025,320.569,319.331
1991-02-01,18.7073,27.6968,17.7627,16.6261,18.3403,25.0884,25.9171,17.5178,27.3752,28.7233,28.2192,16.8635,28.0968,17.7012,16.7369,17.0194,16.0981,17.4948,20.1653,20.1763,28.3515,17.2477,19.6731,19.005,144.329,225.873,248.148,209.991,143.767,92.8422,189.912,229.435,248.66,235.057,164.46,111.182,204.7,198.783,221.357,228.892,166.141,148.95,196.141,169.563,177.566,187.478,144.416,127.302
1991-03-01,18.6723,27.8845,17.3922,17.0057,18.0688,24.7437,26.0254,17.8034,27.2661,28.5131,28.266,17.7665,28.2671,17.4283,16.6018,17.6572,16.6896,18.2941,20.634,20.8061,28.571,17.9238,20.1334,19.0435,383.654,361.235,363.79,349.016,324.373,289.451,399.009,337.59,333.75,341.598,300.27,234.448,481.862,353.86,307.229,320.857,290.563,229.78,518.893,364.66,314.785,330.76,314.983,318.337
1991-04-01,19.6053,26.8447,18.5163,17.0366,18.7542,23.5701,24.6839,18.5564,26.2183,26.7421,27.167,18.9803,27.572,17.5802,17.2943,18.432,17.2591,18.8705,21.7833,22.2803,26.8849,18.5495,21.0294,19.3268,148.06,225.647,287.279,329.054,319.493,301.917,181.455,218.119,267.128,309.777,305.405,256.501,185.149,190.25,209.694,249.234,221.24,171.523,191.616,180.211,178.548,188.624,210.94,169.4
1991-05-01,21.4387,26.0197,20.1651,18.1967,19.903,22.6561,23.8622,20.5867,25.3487,25.0662,26.2202,20.2889,26.8443,18.9922,18.7889,20.408,19.086,20.7351,23.6366,23.37,25.0588,20.5782,23.3002,20.4932,156.072,147.261,133.877,115.776,128.731,110.249,142.187,137.048,112.325,91.5297,118.301,105.721,146.791,136.77,133.747,116.655,146.44,131.874,145.09,130.795,140.504,174.356,183.547,161.672
1991-06-01,23.2365,24.3892,20.8758,20.2935,21.0637,21.5005,22.7608,21.5686,24.2802,22.6096,25.3381,21.2546,26.1028,20.6642,20.3184,21.3477,20.6112,21.8,24.9422,23.9182,23.0487,22.1234,24.669,22.5061,36.2679,34.3924,27.9298,18.6187,18.2341,12.9218,35.7846,26.1981,10.4325,8.05041,18.824,18.0373,39.3883,24.4595,9.93085,7.11848,20.1683,26.3704,34.8547,31.7005,22.9698,16.7483,27.5258,19.5439
1991-07-01,24.8154,23.2321,21.842,22.2244,22.3132,20.4134,21.7888,22.8021,23.4672,22.1006,24.86,22.9733,25.6625,21.2853,21.3335,22.4542,21.2515,23.9346,26.2289,25.4806,23.0407,23.8926,25.858,22.9408,10.7813,15.1809,24.6781,32.101,43.9841,37.8708,3.61664,6.13411,11.2937,18.3056,35.7944,28.2953,1.87638,4.41251,7.62705,6.98101,10.54,16.849,0.718595,1.95721,3.06845,1.97089,1.18476,7.48496
1991-08-01,25.1673,23.1404,22.8337,23.3269,22.3559,20.2263,21.8456,22.8837,23.3886,22.621,24.7339,23.2015,25.8498,21.032,21.1566,22.2942,21.0705,24.232,26.0118,25.3886,23.9247,24.2352,25.7293,22.6942,10.9139,9.879,7.2633,4.08675,1.81406,0.520006,9.66301,7.33844,3.30701,0.710224,1.0101,1.84828,16.7461,8.24201,4.2133,1.50004,2.03649,5.77895,18.5428,7.69066,2.71391,1.11094,4.61265,12.1726
1991-09-01,24.7184,23.5422,23.0113,23.0462,22.3518,20.3375,22.1995,22.4563,23.7043,23.5763,25.2051,21.9855,26.3232,20.9727,20.4296,21.6453,20.36,22.279,24.7172,24.5624,24.9769,22.2585,24.4731,22.5987,49.8887,49.6338,47.6012,64.7914,91.4467,70.7192,56.2962,53.1011,48.801,61.7301,80.4023,54.0875,69.7491,74.5263,55.1873,42.9802,31.1458,25.9133,86.9907,122.436,119.362,82.5449,55.9325,18.5839
1991-10-01,23.5247,23.9539,22.5138,21.8848,21.8292,20.6317,22.9036,21.7297,25.0808,24.9759,26.291,20.9304,26.8533,20.133,19.6566,20.7992,19.4648,20.5334,23.1311,23.4163,25.8108,20.4127,22.7627,21.1898,33.6243,37.0823,42.4324,39.6745,26.7583,26.1471,48.1478,52.8837,62.1401,42.5568,23.2995,24.801,118.55,92.2638,86.9812,62.2569,40.5696,43.9248,163.962,113.442,105.597,108.185,112.199,93.1171
